Condition,Case,Diameter,Year,Month,Reference,Consumption,Label
81,3,0.5,9,4,3.0,21.0,YES
81,4,0.5,9,4,129.0,28.0,YES
81,5,0.5,9,4,195.0,4.0,YES
81,6,0.5,9,4,199.0,21.0,YES
81,7,0.5,9,4,202.0,32.0,YES
81,8,0.5,9,4,250.0,25.0,YES
81,9,0.5,9,4,257.0,17.0,YES
81,10,0.5,9,4,277.0,21.0,YES
81,11,0.5,9,4,289.0,3.0,YES
81,12,0.5,9,4,291.0,16.0,YES
81,13,0.5,9,4,304.0,8.0,YES
81,14,0.5,9,4,315.0,19.0,YES
81,15,0.5,9,4,323.0,15.0,YES
81,16,0.5,9,4,348.0,37.0,YES
81,17,0.5,9,4,401.0,22.0,YES
81,18,0.5,9,4,449.0,13.0,YES
81,19,0.5,9,4,499.0,25.0,YES
81,20,0.5,9,4,551.0,20.0,YES
81,21,0.5,9,4,585.0,30.0,YES
81,22,0.5,9,4,601.0,13.0,YES
81,23,0.5,9,4,628.0,16.0,YES
82,1,0.5,9,4,0.0,20.0,YES
82,2,0.5,9,4,0.0,20.0,YES
82,3,0.5,9,4,0.0,12.0,YES
82,4,0.5,9,4,0.0,19.0,YES
82,5,0.5,9,4,0.0,20.0,YES
82,6,0.5,9,4,0.0,21.0,YES
82,7,0.5,9,4,0.0,10.0,YES
82,8,0.5,9,4,0.0,20.0,YES
82,9,0.5,9,4,0.0,15.0,YES
82,10,0.5,9,4,0.0,9.0,YES
82,11,0.5,9,4,0.0,26.0,YES
82,12,0.5,9,4,0.0,26.0,YES
82,13,0.5,9,4,0.0,25.0,YES
82,14,0.5,9,4,0.0,26.0,YES
82,15,0.5,9,4,0.0,5.0,YES
82,16,0.5,9,4,0.0,20.0,YES
82,17,0.5,9,4,0.0,22.0,YES
82,18,0.5,9,4,0.0,21.0,YES
82,19,0.5,9,4,0.0,28.0,YES
82,20,0.5,9,4,0.0,21.0,YES
83,1,0.5,9,4,1111.0,9.0,YES
84,1,0.5,9,4,2272.0,13.0,YES
84,1,0.5,9,4,2614.0,11.0,YES
85,1,0.5,9,4,4668.0,42.0,NO
86,1,0.5,9,4,108.0,17.0,NO
86,2,0.5,9,4,150.0,40.0,NO
86,3,0.5,9,4,516.0,17.0,NO
86,4,0.5,9,4,1142.0,32.0,NO
87,1,0.5,9,4,0.0,4.0,NO
88,1,3.0,9,4,6614.0,1316.0,NO
128,1,0.5,9,4,166.0,9.0,YES
128,2,0.5,9,4,2484.0,15.0,YES
128,3,0.5,9,4,2740.0,20.0,YES
128,4,0.5,9,4,2740.0,0.0,YES
129,1,0.5,9,4,0.0,21.0,YES
129,2,0.5,9,4,1013.0,21.0,YES
129,3,0.5,9,4,1151.0,20.0,YES
129,4,0.5,9,4,2181.0,12.0,YES
129,5,0.5,9,4,2237.0,10.0,YES
130,1,0.5,9,4,0.0,24.0,YES
130,2,0.5,9,4,0.0,24.0,YES
130,3,0.5,9,4,0.0,24.0,YES
130,4,0.5,9,4,0.0,24.0,YES
130,5,0.5,9,4,0.0,20.0,YES
130,6,0.5,9,4,0.0,24.0,YES
130,7,0.5,9,4,69.0,25.0,YES
130,8,0.5,9,4,235.0,26.0,YES
130,9,0.5,9,4,262.0,4.0,YES
130,10,0.5,9,4,349.0,10.0,YES
130,11,0.5,9,4,390.0,23.0,YES
130,12,0.5,9,4,412.0,25.0,YES
130,13,0.5,9,4,546.0,28.0,YES
130,14,0.5,9,4,1415.0,25.0,YES
130,15,0.5,9,4,1500.0,15.0,YES
130,16,0.5,9,4,1561.0,22.0,YES
130,17,0.5,9,4,2094.0,28.0,YES
130,18,0.5,9,4,2094.0,15.0,YES
130,19,0.5,9,4,2094.0,25.0,YES
131,1,0.5,9,4,0.0,21.0,YES
131,2,0.5,9,4,0.0,28.0,YES
131,3,0.5,9,4,23.0,20.0,YES
131,4,0.5,9,4,543.0,40.0,YES
131,5,0.5,9,4,1354.0,9.0,YES
131,6,0.5,9,4,1780.0,10.0,YES
131,7,0.5,9,4,2055.0,13.0,YES
131,8,0.5,9,4,2588.0,36.0,YES
131,9,0.5,9,4,4259.0,23.0,YES
131,10,0.5,9,4,4426.0,37.0,YES
132,1,0.5,9,4,49.0,37.0,YES
133,1,0.5,9,4,0.0,28.0,YES
133,2,0.5,9,4,206.0,28.0,YES
133,3,0.5,9,4,298.0,25.0,YES
133,4,0.5,9,4,456.0,22.0,YES
133,5,0.5,9,4,554.0,22.0,YES
133,6,0.5,9,4,813.0,28.0,YES
133,7,0.5,9,4,849.0,10.0,YES
134,1,0.5,9,4,0.0,29.0,YES
134,2,0.5,9,4,0.0,20.0,YES
134,3,0.5,9,4,0.0,23.0,YES
134,4,0.5,9,4,0.0,25.0,YES
134,5,0.5,9,4,0.0,10.0,YES
134,6,0.5,9,4,0.0,25.0,YES
134,7,0.5,9,4,0.0,18.0,YES
134,8,0.5,9,4,0.0,25.0,YES
134,9,0.5,9,4,0.0,28.0,YES
134,10,0.5,9,4,0.0,28.0,YES
134,11,0.5,9,4,0.0,24.0,YES
134,12,0.5,9,4,0.0,24.0,YES
134,13,0.5,9,4,0.0,10.0,YES
134,14,0.5,9,4,0.0,22.0,YES
135,1,0.5,9,4,0.0,3.0,NO
136,1,0.5,9,4,2731.0,46.0,NO
137,1,0.5,9,4,0.0,26.0,NO
137,2,0.5,9,4,298.0,21.0,NO
137,3,0.5,9,4,304.0,23.0,NO
137,4,0.5,9,4,706.0,10.0,NO
138,1,0.5,9,4,2404.0,13.0,NO
139,1,0.5,9,4,125.0,21.0,NO
139,2,0.5,9,4,287.0,0.0,NO
139,3,0.5,9,4,365.0,21.0,NO
139,4,0.5,9,4,681.0,26.0,NO
140,1,0.5,9,4,0.0,15.0,NO
140,2,0.5,9,4,0.0,22.0,NO
140,3,0.5,9,4,0.0,22.0,NO
140,4,0.5,9,4,0.0,15.0,NO
140,5,0.5,9,4,0.0,21.0,NO
141,1,0.5,9,4,876.0,5.0,NO
142,1,3.0,9,4,6614.0,1316.0,NO
172,1,0.5,9,4,0.0,24.0,YES
172,2,0.5,9,4,0.0,21.0,YES
172,3,0.5,9,4,234.0,30.0,YES
172,4,0.5,9,4,550.0,5.0,YES
172,5,0.5,9,4,1518.0,17.0,YES
172,6,0.5,9,4,1769.0,8.0,YES
172,7,0.5,9,4,1786.0,30.0,YES
172,8,0.5,9,4,1834.0,12.0,YES
172,9,0.5,9,4,2102.0,19.0,YES
172,10,0.5,9,4,2340.0,25.0,YES
172,11,0.5,9,4,2386.0,25.0,YES
172,12,0.5,9,4,3229.0,25.0,YES
172,13,0.5,9,4,3788.0,18.0,YES
173,1,0.5,9,4,2256.0,5.0,YES
173,1,0.5,9,4,2279.0,11.0,YES
174,1,0.5,9,4,2260.0,36.0,YES
174,1,0.5,9,4,4049.0,24.0,YES
175,1,0.5,9,4,0.0,19.0,YES
175,2,0.5,9,4,0.0,26.0,YES
175,3,0.5,9,4,43.0,14.0,YES
175,4,0.5,9,4,166.0,14.0,YES
175,5,0.5,9,4,227.0,22.0,YES
175,6,0.5,9,4,333.0,33.0,YES
175,7,0.5,9,4,341.0,8.0,YES
175,8,0.5,9,4,341.0,10.0,YES
175,9,0.5,9,4,379.0,12.0,YES
175,10,0.5,9,4,434.0,8.0,YES
175,11,0.5,9,4,445.0,20.0,YES
175,12,0.5,9,4,559.0,32.0,YES
175,13,0.5,9,4,607.0,15.0,YES
175,14,0.5,9,4,679.0,10.0,YES
175,15,0.5,9,4,732.0,21.0,YES
175,16,0.5,9,4,764.0,24.0,YES
175,17,0.5,9,4,776.0,18.0,YES
175,18,0.5,9,4,909.0,19.0,YES
175,19,0.5,9,4,913.0,22.0,YES
175,20,0.5,9,4,919.0,18.0,YES
175,21,0.5,9,4,926.0,25.0,YES
175,22,0.5,9,4,1025.0,21.0,YES
175,23,0.5,9,4,1172.0,26.0,YES
175,24,0.5,9,4,1238.0,26.0,YES
175,25,0.5,9,4,1250.0,10.0,YES
175,26,0.5,9,4,1285.0,21.0,YES
175,27,0.5,9,4,1324.0,30.0,YES
175,28,0.5,9,4,1341.0,51.0,YES
175,29,0.5,9,4,1477.0,21.0,YES
175,30,0.5,9,4,1803.0,21.0,YES
176,1,0.5,9,4,337.0,16.0,YES
176,1,0.5,9,4,1169.0,16.0,YES
177,1,0.5,9,4,1041.0,20.0,YES
178,1,0.5,9,4,1135.0,8.0,YES
178,2,0.5,9,4,1487.0,14.0,YES
178,3,0.5,9,4,1840.0,0.0,YES
178,4,0.5,9,4,2448.0,5.0,YES
178,5,0.5,9,4,3798.0,21.0,YES
178,6,0.5,9,4,4254.0,41.0,YES
178,7,0.5,9,4,4336.0,25.0,YES
179,1,0.5,9,4,256.0,19.0,YES
179,2,0.5,9,4,729.0,11.0,YES
179,3,0.5,9,4,1458.0,15.0,YES
179,4,0.5,9,4,2160.0,12.0,YES
179,5,0.5,9,4,3219.0,23.0,YES
180,1,0.5,9,4,0.0,0.0,YES
181,1,0.5,9,4,0.0,23.0,YES
181,2,0.5,9,4,0.0,19.0,YES
181,3,0.5,9,4,0.0,21.0,YES
181,4,0.5,9,4,0.0,15.0,YES
181,5,0.5,9,4,1.0,26.0,YES
181,6,0.5,9,4,112.0,21.0,YES
181,7,0.5,9,4,127.0,12.0,YES
181,8,0.5,9,4,149.0,8.0,YES
181,9,0.5,9,4,190.0,26.0,YES
181,10,0.5,9,4,197.0,16.0,YES
181,11,0.5,9,4,231.0,10.0,YES
181,12,0.5,9,4,305.0,23.0,YES
181,13,0.5,9,4,307.0,16.0,YES
181,14,0.5,9,4,317.0,21.0,YES
181,15,0.5,9,4,323.0,42.0,YES
181,16,0.5,9,4,370.0,15.0,YES
181,17,0.5,9,4,380.0,24.0,YES
181,18,0.5,9,4,411.0,14.0,YES
181,19,0.5,9,4,458.0,0.0,YES
181,20,0.5,9,4,469.0,19.0,YES
181,21,0.5,9,4,479.0,24.0,YES
181,22,0.5,9,4,498.0,32.0,YES
181,23,0.5,9,4,503.0,0.0,YES
181,24,0.5,9,4,507.0,28.0,YES
181,25,0.5,9,4,527.0,30.0,YES
181,26,0.5,9,4,543.0,30.0,YES
181,27,0.5,9,4,561.0,37.0,YES
181,28,0.5,9,4,567.0,22.0,YES
181,29,0.5,9,4,643.0,26.0,YES
181,30,0.5,9,4,653.0,22.0,YES
181,31,0.5,9,4,722.0,25.0,YES
181,32,0.5,9,4,874.0,21.0,YES
181,33,0.5,9,4,874.0,10.0,YES
182,1,0.5,9,4,0.0,45.0,YES
182,2,0.5,9,4,0.0,21.0,YES
182,3,0.5,9,4,0.0,28.0,YES
182,4,0.5,9,4,0.0,18.0,YES
182,5,0.5,9,4,0.0,36.0,YES
182,6,0.5,9,4,0.0,22.0,YES
182,7,0.5,9,4,0.0,26.0,YES
182,8,0.5,9,4,0.0,23.0,YES
182,9,0.5,9,4,0.0,0.0,YES
182,10,0.5,9,4,0.0,30.0,YES
182,11,0.5,9,4,0.0,15.0,YES
182,12,0.5,9,4,0.0,21.0,YES
182,13,0.5,9,4,0.0,10.0,YES
182,14,0.5,9,4,0.0,26.0,YES
182,15,0.5,9,4,0.0,31.0,YES
182,16,0.5,9,4,0.0,48.0,YES
182,17,0.5,9,4,0.0,26.0,YES
182,18,0.5,9,4,0.0,7.0,YES
183,1,0.5,9,4,1661.0,18.0,YES
183,1,0.5,9,4,4188.0,8.0,YES
184,1,0.5,9,4,986.0,16.0,YES
184,2,0.5,9,4,1493.0,7.0,YES
184,3,0.5,9,4,2531.0,16.0,YES
184,4,0.5,9,4,2763.0,16.0,YES
185,1,0.5,9,4,3364.0,48.0,NO
186,1,1.0,9,4,7380.0,168.0,NO
187,1,0.5,9,4,19349.0,10.0,NO
188,1,0.5,9,4,1258.0,8.0,NO
189,1,0.5,9,4,270.0,10.0,NO
190,1,0.5,9,4,39.0,10.0,NO
191,1,0.5,9,4,0.0,10.0,NO
192,1,0.75,9,4,957.0,34.0,NO
193,1,0.75,9,4,7667.0,331.0,NO
194,1,0.75,9,4,0.0,105.0,YES
195,1,0.75,9,4,99.0,40.0,YES
196,1,1.0,9,4,7874.0,183.0,YES
197,1,1.5,9,4,2155.0,243.0,YES
198,1,0.5,9,4,11030.0,176.0,YES
199,1,0.5,9,4,114.0,58.0,NO
199,2,0.5,9,4,249.0,2.0,NO
199,3,0.5,9,4,550.0,109.0,NO
199,4,0.5,9,4,863.0,3.0,NO
199,5,0.5,9,4,1705.0,15.0,NO
199,6,0.5,9,4,1768.0,15.0,NO
199,7,0.5,9,4,3394.0,12.0,NO
199,8,0.5,9,4,3517.0,17.0,NO
199,9,0.5,9,4,4226.0,50.0,NO
200,1,0.5,9,4,226.0,11.0,NO
200,2,0.5,9,4,785.0,20.0,NO
200,3,0.5,9,4,4218.0,0.0,NO
201,1,0.5,9,4,0.0,12.0,NO
201,2,0.5,9,4,0.0,35.0,NO
201,3,0.5,9,4,0.0,22.0,NO
201,4,0.5,9,4,3.0,10.0,NO
201,5,0.5,9,4,20.0,10.0,NO
201,6,0.5,9,4,37.0,2.0,NO
201,7,0.5,9,4,57.0,10.0,NO
201,8,0.5,9,4,61.0,45.0,NO
201,9,0.5,9,4,88.0,10.0,NO
201,10,0.5,9,4,99.0,1.0,NO
201,11,0.5,9,4,127.0,10.0,NO
201,12,0.5,9,4,145.0,10.0,NO
201,13,0.5,9,4,148.0,14.0,NO
201,14,0.5,9,4,166.0,2.0,NO
201,15,0.5,9,4,171.0,10.0,NO
201,16,0.5,9,4,172.0,2.0,NO
201,17,0.5,9,4,198.0,4.0,NO
201,18,0.5,9,4,200.0,10.0,NO
201,19,0.5,9,4,208.0,0.0,NO
201,20,0.5,9,4,215.0,10.0,NO
201,21,0.5,9,4,239.0,20.0,NO
201,22,0.5,9,4,291.0,17.0,NO
201,23,0.5,9,4,309.0,17.0,NO
201,24,0.5,9,4,408.0,35.0,NO
201,25,0.5,9,4,417.0,2.0,NO
201,26,0.5,9,4,524.0,10.0,NO
201,27,0.5,9,4,574.0,12.0,NO
201,28,0.5,9,4,622.0,23.0,NO
201,29,0.5,9,4,679.0,10.0,NO
201,30,0.5,9,4,772.0,40.0,NO
201,31,0.5,9,4,846.0,30.0,NO
201,32,0.5,9,4,866.0,10.0,NO
201,33,0.5,9,4,902.0,10.0,NO
201,34,0.5,9,4,1026.0,10.0,NO
201,35,0.5,9,4,1559.0,34.0,NO
201,36,0.5,9,4,2133.0,54.0,NO
201,37,0.5,9,4,2257.0,40.0,NO
201,38,0.5,9,4,5264.0,12.0,NO
202,1,0.5,9,4,107.0,2.0,NO
202,2,0.5,9,4,279.0,10.0,NO
202,3,0.5,9,4,477.0,50.0,NO
202,4,0.5,9,4,605.0,20.0,NO
202,5,0.5,9,4,810.0,23.0,NO
202,6,0.5,9,4,997.0,10.0,NO
202,7,0.5,9,4,1912.0,15.0,NO
202,8,0.5,9,4,5913.0,20.0,NO
203,1,0.5,9,4,1084.0,4.0,NO
203,1,0.5,9,4,5540.0,36.0,NO
204,1,0.5,9,4,0.0,30.0,NO
204,2,0.5,9,4,3.0,23.0,NO
204,3,0.5,9,4,7.0,18.0,NO
204,4,0.5,9,4,11.0,10.0,NO
204,5,0.5,9,4,31.0,8.0,NO
204,6,0.5,9,4,51.0,23.0,NO
204,7,0.5,9,4,95.0,3.0,NO
204,8,0.5,9,4,105.0,3.0,NO
204,9,0.5,9,4,116.0,42.0,NO
204,10,0.5,9,4,134.0,23.0,NO
204,11,0.5,9,4,193.0,30.0,NO
204,12,0.5,9,4,249.0,40.0,NO
204,13,0.5,9,4,314.0,1.0,NO
204,14,0.5,9,4,702.0,0.0,NO
204,15,0.5,9,4,702.0,3.0,NO
205,1,0.5,9,4,0.0,10.0,NO
205,2,0.5,9,4,0.0,50.0,NO
205,3,0.5,9,4,0.0,10.0,NO
205,4,0.5,9,4,0.0,10.0,NO
205,5,0.5,9,4,0.0,10.0,NO
205,6,0.5,9,4,0.0,15.0,NO
205,7,0.5,9,4,0.0,15.0,NO
205,8,0.5,9,4,0.0,23.0,NO
205,9,0.5,9,4,0.0,15.0,NO
205,10,0.5,9,4,0.0,2.0,NO
205,11,0.5,9,4,0.0,10.0,NO
205,12,0.5,9,4,0.0,10.0,NO
205,13,0.5,9,4,0.0,23.0,NO
205,14,0.5,9,4,0.0,15.0,NO
205,15,0.5,9,4,0.0,13.0,NO
205,16,0.5,9,4,0.0,10.0,NO
205,17,0.5,9,4,0.0,2.0,NO
205,18,0.5,9,4,0.0,18.0,NO
205,19,0.5,9,4,0.0,10.0,NO
205,20,0.5,9,4,0.0,10.0,NO
205,21,0.5,9,4,0.0,10.0,NO
205,22,0.5,9,4,0.0,10.0,NO
206,1,0.5,9,4,382.0,1.0,NO
206,2,0.5,9,4,782.0,0.0,NO
206,3,0.5,9,4,3545.0,18.0,NO
207,1,0.5,9,4,2761.0,24.0,NO
208,1,0.5,9,4,58.0,30.0,NO
208,1,0.5,9,4,822.0,10.0,NO
209,1,0.5,9,4,179.0,4.0,NO
209,1,0.5,9,4,1496.0,2.0,NO
210,1,0.5,9,4,6.0,1.0,NO
211,1,0.75,9,4,1930.0,30.0,NO
211,2,0.75,9,4,3545.0,33.0,NO
211,3,0.75,9,4,7175.0,113.0,NO
212,1,0.75,9,4,1009.0,10.0,NO
212,1,0.75,9,4,2634.0,20.0,NO
213,1,1.0,9,4,8145.0,303.0,NO
214,1,1.0,9,4,8950.0,390.0,NO
215,1,1.0,9,4,3885.0,131.0,NO
216,1,1.5,9,4,49366.0,548.0,NO
217,1,1.5,9,4,2172.0,60.0,NO
218,1,3.0,9,4,6614.0,1316.0,NO
219,1,0.5,9,4,3060.0,110.0,YES
243,1,0.5,9,4,615.0,5.0,YES
243,2,0.5,9,4,2925.0,27.0,YES
243,3,0.5,9,4,5390.0,41.0,YES
244,1,0.5,9,4,81.0,14.0,YES
244,2,0.5,9,4,592.0,9.0,YES
244,3,0.5,9,4,2232.0,17.0,YES
245,1,0.5,9,4,232.0,7.0,YES
245,2,0.5,9,4,501.0,24.0,YES
245,3,0.5,9,4,516.0,12.0,YES
245,4,0.5,9,4,599.0,24.0,YES
245,5,0.5,9,4,611.0,28.0,YES
245,6,0.5,9,4,691.0,10.0,YES
245,7,0.5,9,4,725.0,0.0,YES
245,8,0.5,9,4,788.0,31.0,YES
245,9,0.5,9,4,1769.0,22.0,YES
245,10,0.5,9,4,1872.0,29.0,YES
246,1,0.5,9,4,2889.0,35.0,YES
246,1,0.5,9,4,3155.0,30.0,YES
247,1,0.5,9,4,3975.0,19.0,YES
248,1,0.5,9,4,78.0,10.0,YES
248,2,0.5,9,4,100.0,22.0,YES
248,3,0.5,9,4,140.0,8.0,YES
248,4,0.5,9,4,270.0,14.0,YES
248,5,0.5,9,4,445.0,18.0,YES
248,6,0.5,9,4,460.0,27.0,YES
248,7,0.5,9,4,468.0,14.0,YES
248,8,0.5,9,4,568.0,37.0,YES
248,9,0.5,9,4,696.0,22.0,YES
248,10,0.5,9,4,720.0,34.0,YES
248,11,0.5,9,4,879.0,21.0,YES
249,1,0.5,9,4,0.0,25.0,YES
249,2,0.5,9,4,0.0,10.0,YES
249,3,0.5,9,4,0.0,20.0,YES
249,4,0.5,9,4,0.0,21.0,YES
249,5,0.5,9,4,0.0,25.0,YES
249,6,0.5,9,4,0.0,28.0,YES
250,1,0.5,9,4,1899.0,26.0,YES
250,1,0.5,9,4,2578.0,15.0,YES
251,1,0.5,9,4,116.0,61.0,NO
252,1,0.5,9,4,457.0,15.0,NO
253,1,0.5,9,4,570.0,4.0,NO
254,1,0.5,9,4,93.0,34.0,NO
255,1,0.5,9,4,1139.0,19.0,NO
256,1,0.5,9,4,0.0,30.0,NO
257,1,0.75,9,4,130.0,176.0,NO
257,2,0.75,9,4,263.0,100.0,NO
257,3,0.75,9,4,1823.0,62.0,NO
258,1,1.0,9,4,6764.0,215.0,NO
259,1,0.5,9,4,0.0,5.0,YES
262,1,3.0,9,4,6614.0,1316.0,NO
267,1,0.5,9,4,1703.0,399.0,NO
268,1,0.5,9,4,0.0,50.0,NO
269,1,0.5,9,4,0.0,10.0,NO
269,2,0.5,9,4,0.0,420.0,NO
269,3,0.5,9,4,0.0,10.0,NO
269,4,0.5,9,4,0.0,62.0,NO
269,5,0.5,9,4,0.0,10.0,NO
270,1,2.0,9,4,396.0,30.0,NO
271,1,3.0,9,4,6614.0,1316.0,NO
1,1,0.5,9,5,764.0,3.0,NO
2,1,0.5,9,5,576.0,14.0,NO
2,2,0.5,9,5,702.0,4.0,NO
2,3,0.5,9,5,1165.0,8.0,NO
2,4,0.5,9,5,1299.0,2.0,NO
2,5,0.5,9,5,1448.0,18.0,NO
2,6,0.5,9,5,2120.0,17.0,NO
2,7,0.5,9,5,3095.0,16.0,NO
3,1,0.5,9,5,6492.0,23.0,NO
4,1,0.5,9,5,42.0,2.0,NO
4,2,0.5,9,5,472.0,42.0,NO
4,3,0.5,9,5,784.0,18.0,NO
4,4,0.5,9,5,811.0,10.0,NO
4,5,0.5,9,5,875.0,0.0,NO
4,6,0.5,9,5,1107.0,18.0,NO
4,7,0.5,9,5,1170.0,10.0,NO
4,8,0.5,9,5,1209.0,1.0,NO
4,9,0.5,9,5,1430.0,25.0,NO
4,10,0.5,9,5,1498.0,12.0,NO
4,11,0.5,9,5,1717.0,11.0,NO
4,12,0.5,9,5,2209.0,10.0,NO
4,13,0.5,9,5,5368.0,40.0,NO
5,1,0.5,9,5,0.0,10.0,NO
5,2,0.5,9,5,2.0,10.0,NO
5,3,0.5,9,5,20.0,10.0,NO
5,4,0.5,9,5,67.0,10.0,NO
5,5,0.5,9,5,99.0,5.0,NO
5,6,0.5,9,5,204.0,10.0,NO
5,7,0.5,9,5,225.0,10.0,NO
5,8,0.5,9,5,263.0,10.0,NO
5,9,0.5,9,5,278.0,10.0,NO
5,10,0.5,9,5,294.0,10.0,NO
5,11,0.5,9,5,304.0,17.0,NO
5,12,0.5,9,5,324.0,10.0,NO
5,13,0.5,9,5,327.0,30.0,NO
5,14,0.5,9,5,355.0,10.0,NO
5,15,0.5,9,5,418.0,10.0,NO
5,16,0.5,9,5,498.0,10.0,NO
5,17,0.5,9,5,518.0,10.0,NO
5,18,0.5,9,5,795.0,10.0,NO
5,19,0.5,9,5,998.0,10.0,NO
5,20,0.5,9,5,1147.0,30.0,NO
6,1,0.5,9,5,7556.0,35.0,NO
7,1,0.5,9,5,339.0,0.0,NO
8,1,0.5,9,5,44.0,0.0,NO
8,2,0.5,9,5,608.0,0.0,NO
8,3,0.5,9,5,608.0,18.0,NO
8,4,0.5,9,5,608.0,15.0,NO
9,1,0.5,9,5,4.0,2.0,NO
9,2,0.5,9,5,29.0,5.0,NO
9,3,0.5,9,5,60.0,3.0,NO
9,4,0.5,9,5,164.0,12.0,NO
10,1,0.5,9,5,0.0,10.0,NO
10,2,0.5,9,5,0.0,10.0,NO
10,3,0.5,9,5,0.0,10.0,NO
10,4,0.5,9,5,0.0,65.0,NO
10,5,0.5,9,5,0.0,20.0,NO
10,6,0.5,9,5,0.0,30.0,NO
10,7,0.5,9,5,0.0,18.0,NO
10,8,0.5,9,5,0.0,10.0,NO
11,1,0.5,9,5,581.0,18.0,NO
11,1,0.5,9,5,1839.0,30.0,NO
12,1,0.5,9,5,1032.0,10.0,NO
13,1,1.0,9,5,3029.0,9.0,NO
13,1,1.0,9,5,8830.0,29.0,NO
14,1,3.0,9,5,6614.0,1521.0,NO
15,1,0.5,9,5,0.0,18.0,YES
22,1,0.5,9,5,580.0,20.0,YES
23,1,0.5,9,5,136.0,0.0,YES
23,1,0.5,9,5,136.0,10.0,YES
24,1,0.5,9,5,0.0,20.0,YES
25,1,0.75,9,5,1043.0,1.0,NO
31,1,2.0,9,5,10011.0,33.0,YES
32,1,10.0,9,5,61290.0,42420.0,YES
33,1,0.5,9,5,29.0,10.0,NO
33,2,0.5,9,5,33.0,16.0,NO
33,3,0.5,9,5,113.0,20.0,NO
33,4,0.5,9,5,784.0,25.0,NO
34,1,0.5,9,5,170.0,19.0,NO
35,1,0.5,9,5,0.0,21.0,NO
35,2,0.5,9,5,0.0,19.0,NO
35,3,0.5,9,5,0.0,30.0,NO
36,1,3.0,9,5,6614.0,1521.0,NO
72,1,0.5,9,5,482.0,30.0,YES
72,2,0.5,9,5,972.0,0.0,YES
72,3,0.5,9,5,1159.0,31.0,YES
72,4,0.5,9,5,1952.0,17.0,YES
72,5,0.5,9,5,2085.0,11.0,YES
72,6,0.5,9,5,3627.0,22.0,YES
72,7,0.5,9,5,3828.0,24.0,YES
72,8,0.5,9,5,3838.0,27.0,YES
72,9,0.5,9,5,3883.0,30.0,YES
72,10,0.5,9,5,4373.0,28.0,YES
73,1,0.5,9,5,0.0,28.0,YES
73,2,0.5,9,5,987.0,1.0,YES
73,3,0.5,9,5,3125.0,11.0,YES
74,1,0.5,9,5,1420.0,8.0,YES
74,2,0.5,9,5,1653.0,9.0,YES
74,3,0.5,9,5,6386.0,25.0,YES
75,1,0.5,9,5,0.0,28.0,YES
75,2,0.5,9,5,6.0,15.0,YES
75,3,0.5,9,5,163.0,0.0,YES
75,4,0.5,9,5,169.0,19.0,YES
75,5,0.5,9,5,420.0,14.0,YES
75,6,0.5,9,5,460.0,20.0,YES
75,7,0.5,9,5,492.0,22.0,YES
75,8,0.5,9,5,497.0,13.0,YES
75,9,0.5,9,5,503.0,15.0,YES
75,10,0.5,9,5,581.0,25.0,YES
75,11,0.5,9,5,608.0,18.0,YES
75,12,0.5,9,5,619.0,6.0,YES
75,13,0.5,9,5,629.0,10.0,YES
75,14,0.5,9,5,643.0,8.0,YES
75,15,0.5,9,5,660.0,18.0,YES
75,16,0.5,9,5,661.0,27.0,YES
75,17,0.5,9,5,689.0,20.0,YES
75,18,0.5,9,5,699.0,10.0,YES
75,19,0.5,9,5,702.0,22.0,YES
75,20,0.5,9,5,711.0,14.0,YES
75,21,0.5,9,5,733.0,29.0,YES
75,22,0.5,9,5,755.0,27.0,YES
75,23,0.5,9,5,769.0,22.0,YES
75,24,0.5,9,5,810.0,18.0,YES
75,25,0.5,9,5,837.0,26.0,YES
75,26,0.5,9,5,978.0,26.0,YES
75,27,0.5,9,5,1172.0,19.0,YES
75,28,0.5,9,5,1183.0,21.0,YES
75,29,0.5,9,5,1248.0,28.0,YES
75,30,0.5,9,5,1481.0,32.0,YES
75,31,0.5,9,5,1595.0,32.0,YES
75,32,0.5,9,5,1720.0,37.0,YES
75,33,0.5,9,5,1898.0,32.0,YES
75,34,0.5,9,5,2182.0,26.0,YES
76,1,0.5,9,5,113.0,15.0,YES
76,2,0.5,9,5,321.0,30.0,YES
76,3,0.5,9,5,441.0,20.0,YES
76,4,0.5,9,5,542.0,20.0,YES
76,5,0.5,9,5,925.0,20.0,YES
76,6,0.5,9,5,1502.0,35.0,YES
76,7,0.5,9,5,1766.0,10.0,YES
76,8,0.5,9,5,1793.0,18.0,YES
77,1,0.5,9,5,1626.0,9.0,YES
78,1,0.5,9,5,1096.0,0.0,YES
79,1,0.5,9,5,1504.0,10.0,YES
79,2,0.5,9,5,1966.0,16.0,YES
79,3,0.5,9,5,2138.0,4.0,YES
79,4,0.5,9,5,3722.0,27.0,YES
80,1,0.5,9,5,1721.0,12.0,YES
81,1,0.5,9,5,0.0,38.0,YES
81,2,0.5,9,5,0.0,20.0,YES
81,3,0.5,9,5,3.0,21.0,YES
81,4,0.5,9,5,129.0,28.0,YES
81,5,0.5,9,5,195.0,5.0,YES
81,6,0.5,9,5,199.0,21.0,YES
81,7,0.5,9,5,202.0,32.0,YES
81,8,0.5,9,5,250.0,34.0,YES
81,9,0.5,9,5,257.0,17.0,YES
81,10,0.5,9,5,277.0,21.0,YES
81,11,0.5,9,5,289.0,3.0,YES
